,PIN,Sex,Region,Year,Major,Grade,HSG,IndGrd2,AC1,AC2,SAT,IndGrd
210,N305113412283,F,Singapore,ay1516,DDP LAW,76.17,4,73.37,Global Affairs,"Philosophy, Politics and Economics",760,0.0
211,N306113410283,M,South Asia,ay1516,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",86.52,4,84.2725,Physical Sciences,Undeclared,800,0.0
212,N307113408283,M,Southeast Asia,ay1516,LIFE SCIENCES,80.91,4,79.695,Life Sciences,Undeclared,800,0.0
213,N308113405283,F,Singapore,ay1516,ECONOMICS,85.26,4,86.1525,Economics,Arts & Humanities,700,0.0
214,N309113401283,M,Europe,ay1516,"PHILOSOPHY, POLITICS AND ECONOMICS",84.37,4,84.67,"Philosophy, Politics and Economics",Undeclared,760,0.0
215,N310113421283,F,Singapore,ay1516,ANTHROPOLOGY,80.01,4,77.0875,Global Affairs,"Philosophy, Politics and Economics",760,0.0
216,N311113418283,F,East Asia,ay1516,GLOBAL AFFAIRS,83.25,4,76.66,"Philosophy, Politics and Economics",Undeclared,800,0.0
217,N313113413283,M,North America,ay1516,ARTS AND HUMANITIES,81.25,3,82.765,Literature,Undeclared,780,0.0
218,N314113412283,F,South Asia,ay1516,ECONOMICS,90.1,4,91.845,"Mathematical, Computational and Statistical Sciences",Undeclared,800,1.0
219,N315113410283,F,South Asia,ay1516,ENVIRONMENTAL STUDIES,77.41,4,78.645,"Philosophy, Politics and Economics",Undeclared,780,0.0
220,N365113414288,M,Singapore,ay1516,HISTORY,83.75,4,81.325,Literature,Arts & Humanities,800,0.0
221,N366113413288,M,Singapore,ay1516,ARTS AND HUMANITIES,78.5,4,75.6175,Arts & Humanities,Psychology,680,0.0
222,N367113412288,F,Europe,ay1516,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",85.92,4,90.0125,Global Affairs,Psychology,740,1.0
223,N368113410288,M,Singapore,ay1516,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",83.45,4,88.015,Psychology,Anthropology,760,1.0
224,N369113408288,M,Singapore,ay1516,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",88.45,3,91.3775,Psychology,"Mathematical, Computational and Statistical Sciences",800,1.0
225,N371113423288,M,Singapore,ay1516,"PHILOSOPHY, POLITICS AND ECONOMICS",83.54,3,81.9025,Global Affairs,"Philosophy, Politics and Economics",780,0.0
226,N372113421288,F,Singapore,ay1516,LIFE SCIENCES,79.89,4,81.7375,Life Sciences,Undecided,710,0.0
227,N373113418288,F,East Asia,ay1516,"PHILOSOPHY, POLITICS AND ECONOMICS",82.22,4,81.19,"Philosophy, Politics and Economics",Global Affairs,750,0.0
228,N374113414288,M,Singapore,ay1516,GLOBAL AFFAIRS,87.89,4,91.93,Arts & Humanities,Literature,780,1.0
229,N375113413288,F,Singapore,ay1516,ENVIRONMENTAL STUDIES,79.03,3,79.6475,Global Affairs,Anthropology,670,0.0
230,N376113412288,M,Singapore,ay1516,URBAN STUDIES,88.76,4,90.4975,"Philosophy, Politics and Economics",Undeclared,800,1.0
231,N377113410288,F,Singapore,ay1516,ANTHROPOLOGY,82.9,4,83.6175,Undecided,Life Sciences,740,0.0
232,N378113408288,F,South Asia,ay1516,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",75.41,2,66.425,Economics,Undeclared,780,0.0
233,N379113405288,F,Singapore,ay1516,PHYSICAL SCIENCES,80.35,2,75.3625,Physical Sciences,Undeclared,770,0.0
234,N380113423288,M,Singapore,ay1516,DDP LAW,87.44,4,93.495,Philosophy,"Philosophy, Politics and Economics",760,1.0
235,N381113421288,F,Singapore,ay1516,ENVIRONMENTAL STUDIES,77.2,4,76.7675,Environmental Studies,Psychology,800,0.0
236,N382113418288,M,Singapore,ay1516,"PHILOSOPHY, POLITICS AND ECONOMICS",80.95,4,82.68,Global Affairs,"Philosophy, Politics and Economics",790,0.0
237,N318113401292,M,Southeast Asia,ay1516,LITERATURE,85.19,4,85.8525,Literature,"Philosophy, Politics and Economics",800,0.0
238,N359114412201,F,Singapore,ay1516,ENVIRONMENTAL STUDIES,83.89,4,86.01,Environmental Studies,Undeclared,790,0.0
239,N360114402201,F,Singapore,ay1516,ARTS AND HUMANITIES,77.26,4,74.4625,Psychology,Life Sciences,680,0.0
240,N361114425201,M,East Asia,ay1516,PHYSICAL SCIENCES,88.76,4,89.095,Environmental Studies,Undeclared,760,1.0
241,N362114424201,F,Singapore,ay1516,PHYSICAL SCIENCES,76.24,4,75.1325,Global Affairs,Environmental Studies,780,0.0
242,N363114423201,F,Singapore,ay1516,DDP LAW,78.42,4,76.98,Undecided,Undecided,660,0.0
243,N364114421201,F,Singapore,ay1516,ARTS AND HUMANITIES,74.76,4,65.3375,Psychology,Undeclared,730,0.0
244,N365114418201,F,East Asia,ay1516,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",91.05,4,92.315,Life Sciences,Physical Sciences,760,1.0
245,N366114414201,M,Singapore,ay1516,ANTHROPOLOGY,69.4,3,58.7,Arts & Humanities,Psychology,640,0.0
246,N367114413201,M,Singapore,ay1516,URBAN STUDIES,87.4,4,89.275,Global Affairs,Arts & Humanities,760,1.0
247,N368114412201,M,Other,ay1516,"PHILOSOPHY, POLITICS AND ECONOMICS",67.16,4,71.2675,Economics,Global Affairs,640,0.0
248,N369114410201,M,Singapore,ay1516,PHILOSOPHY,85.01,4,89.4425,"Philosophy, Politics and Economics",Global Affairs,800,1.0
249,N370114425201,M,Singapore,ay1516,PSYCHOLOGY,87.72,4,92.555,Psychology,Arts & Humanities,690,1.0
250,N371114424201,F,Singapore,ay1516,PHYSICAL SCIENCES,70.32,3,57.8775,Global Affairs,Literature,580,0.0
251,N372114423201,F,East Asia,ay1516,URBAN STUDIES,86.6,4,88.3325,Undecided,Undeclared,800,1.0
252,N373114421201,M,Singapore,ay1516,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",85.83,4,92.02,"Mathematical, Computational and Statistical Sciences",Undeclared,770,1.0
253,N374114418201,F,East Asia,ay1516,ARTS AND HUMANITIES,77.92,1,72.81,Arts & Humanities,Global Affairs,720,0.0
254,N360114425211,F,Singapore,ay1516,URBAN STUDIES,79.14,3,77.0375,"Philosophy, Politics and Economics",Literature,710,0.0
255,N361114424211,F,South Asia,ay1516,HISTORY,67.85,4,59.98,Global Affairs,"Philosophy, Politics and Economics",710,0.0
256,N362114423211,F,Singapore,ay1516,ECONOMICS,81.52,4,79.73,Life Sciences,Psychology,780,0.0
257,N363114421211,F,Singapore,ay1516,"PHILOSOPHY, POLITICS AND ECONOMICS",78.23,2,76.3075,"Philosophy, Politics and Economics",Arts & Humanities,760,0.0
258,N364114418211,F,Singapore,ay1516,ENVIRONMENTAL STUDIES,86.41,3,90.5475,Environmental Studies,Urban Studies,780,1.0
259,N365114414211,F,Singapore,ay1516,ENVIRONMENTAL STUDIES,84.97,4,86.4175,Physical Sciences,Philosophy,800,1.0
260,N366114413211,F,Singapore,ay1516,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",87.69,4,87.9375,Psychology,Environmental Studies,780,1.0
261,N367114412211,F,Southeast Asia,ay1516,ANTHROPOLOGY,79.95,4,80.0925,"Philosophy, Politics and Economics",Undecided,760,0.0
262,N368114410211,F,Singapore,ay1516,DDP LAW,83.62,4,80.69,"Philosophy, Politics and Economics",Arts & Humanities,740,0.0
263,N369114408211,F,Singapore,ay1516,DDP LAW,79.64,4,75.4975,Psychology,"Philosophy, Politics and Economics",750,0.0
264,N370114424211,M,Singapore,ay1516,ARTS AND HUMANITIES,83.9,3,90.1675,Literature,Undeclared,800,1.0
265,N371114423211,F,Singapore,ay1516,PSYCHOLOGY,88.22,4,93.995,Psychology,Undecided,800,1.0
266,N364114410233,F,Singapore,ay1516,ANTHROPOLOGY,80.62,4,81.9225,Arts & Humanities,Life Sciences,800,0.0
267,N384114405233,F,Singapore,ay1516,URBAN STUDIES,88.47,4,88.0225,"Philosophy, Politics and Economics",Urban Studies,780,1.0
268,N362114412234,F,Singapore,ay1516,PSYCHOLOGY,81.12,4,81.705,"Philosophy, Politics and Economics",Psychology,790,0.0
269,N302114402241,F,Singapore,ay1516,ENVIRONMENTAL STUDIES,79.98,4,87.0175,Philosophy,Undecided,780,1.0
270,N336114408244,M,North America,ay1516,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",81.5,4,81.82,"Mathematical, Computational and Statistical Sciences",Undeclared,760,0.0
271,N337114405244,F,East Asia,ay1516,ARTS AND HUMANITIES,84.72,4,84.7725,Urban Studies,Arts & Humanities,760,0.0
272,N339114402244,M,Southeast Asia,ay1516,LIFE SCIENCES,85.32,4,85.925,Life Sciences,Undeclared,800,0.0
273,N340114418244,M,Singapore,ay1516,LIFE SCIENCES,83.13,4,84.195,Arts & Humanities,Literature,780,0.0
274,N341114414244,F,Singapore,ay1516,LITERATURE,83.98,4,84.1825,Life Sciences,"Philosophy, Politics and Economics",780,0.0
275,N342114413244,F,Southeast Asia,ay1516,URBAN STUDIES,81.97,4,76.8925,Global Affairs,"Philosophy, Politics and Economics",630,0.0
276,N343114412244,M,East Asia,ay1516,ECONOMICS,78.94,4,82.3075,"Mathematical, Computational and Statistical Sciences",Environmental Studies,790,0.0
277,N344114410244,F,Singapore,ay1516,ENVIRONMENTAL STUDIES,85.04,4,87.8925,Global Affairs,Psychology,740,1.0
278,N345114408244,M,North America,ay1516,GLOBAL AFFAIRS,77.05,3,77.3125,Psychology,Undeclared,720,0.0
279,N346114405244,F,Singapore,ay1516,LITERATURE,79.34,4,76.005,Arts & Humanities,"Philosophy, Politics and Economics",720,0.0
280,N348114402244,F,South Asia,ay1516,ANTHROPOLOGY,72.52,3,66.2775,Life Sciences,Global Affairs,690,0.0
281,N350114414244,F,East Asia,ay1516,ARTS AND HUMANITIES,72.47,4,68.1025,Anthropology,Undeclared,700,0.0
282,N351114413244,M,North America,ay1516,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",91.02,4,95.82,Economics,Undeclared,790,1.0
283,N352114412244,F,Europe,ay1516,"PHILOSOPHY, POLITICS AND ECONOMICS",83.26,4,81.5575,Anthropology,Global Affairs,730,0.0
284,N353114410244,M,Singapore,ay1516,PHILOSOPHY,87.14,4,91.63,Physical Sciences,Life Sciences,800,1.0
285,N354114408244,F,Singapore,ay1516,ECONOMICS,80.75,3,74.19,Economics,Arts & Humanities,780,0.0
286,N355114405244,F,Singapore,ay1516,URBAN STUDIES,83.43,4,89.6075,Urban Studies,Environmental Studies,740,1.0
287,N357114402244,M,Singapore,ay1516,PSYCHOLOGY,83.63,4,85.365,Economics,Global Affairs,710,0.0
288,N358114425244,F,East Asia,ay1516,ECONOMICS,75.72,2,68.2225,"Philosophy, Politics and Economics",Undeclared,710,0.0
289,N359114424244,M,Singapore,ay1516,GLOBAL AFFAIRS,79.01,4,73.6525,Arts & Humanities,Literature,680,0.0
290,N360114413244,F,North America,ay1516,GLOBAL AFFAIRS,81.09,3,79.2625,Arts & Humanities,Undeclared,730,0.0
291,N361114412244,F,Singapore,ay1516,LITERATURE,67.41,3,64.4625,Literature,Economics,710,0.0
292,N362114410244,M,East Asia,ay1516,LIFE SCIENCES,80.99,4,84.2925,Life Sciences,Economics,760,0.0
293,N363114408244,F,Southeast Asia,ay1516,ENVIRONMENTAL STUDIES,82.82,4,82.085,Environmental Studies,History,790,0.0
294,N366114402244,F,Singapore,ay1516,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",84.91,4,89.2,Economics,Undeclared,790,1.0
295,N367114425244,F,North America,ay1516,ENVIRONMENTAL STUDIES,78.51,4,80.465,Environmental Studies,Undeclared,760,0.0
296,N368114424244,F,Singapore,ay1516,GLOBAL AFFAIRS,77.0,1,70.435,"Philosophy, Politics and Economics",Global Affairs,730,0.0
297,N369114423244,F,Singapore,ay1516,ANTHROPOLOGY,79.19,4,71.4725,"Philosophy, Politics and Economics",Economics,720,0.0
298,N338114423248,F,East Asia,ay1516,"PHILOSOPHY, POLITICS AND ECONOMICS",76.98,4,79.865,Global Affairs,Economics,780,0.0
299,N339114421248,M,South Asia,ay1516,URBAN STUDIES,87.63,4,93.3375,Economics,Psychology,800,1.0
300,N340114410248,F,North America,ay1516,GLOBAL AFFAIRS,85.96,4,88.4125,Undecided,Undeclared,760,1.0
301,N341114408248,F,North America,ay1516,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",88.42,4,94.3,Anthropology,Undeclared,800,1.0
302,N342114405248,F,Southeast Asia,ay1516,ARTS AND HUMANITIES,83.18,4,84.89,Literature,Arts & Humanities,800,0.0
303,N343114401248,M,South Asia,ay1516,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",79.75,4,86.0125,"Mathematical, Computational and Statistical Sciences",Undeclared,800,0.0
304,N344114402248,F,Other,ay1516,ANTHROPOLOGY,86.23,4,89.055,Economics,Global Affairs,800,1.0
305,N345114425248,F,East Asia,ay1516,PHYSICAL SCIENCES,79.89,2,83.2925,Physical Sciences,Undeclared,660,0.0
306,N347114423248,M,South Asia,ay1516,PHYSICAL SCIENCES,88.23,4,91.495,Physical Sciences,Undeclared,780,1.0
307,N348114421248,F,Singapore,ay1516,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",86.15,4,85.2525,Economics,Undeclared,800,0.0
308,N349114418248,M,North America,ay1516,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",89.48,4,95.28,"Mathematical, Computational and Statistical Sciences",Undeclared,800,1.0
309,N351114405248,F,South Asia,ay1516,"PHILOSOPHY, POLITICS AND ECONOMICS",75.36,4,78.3125,Economics,Undeclared,740,0.0
310,N352114401248,F,Europe,ay1516,ARTS AND HUMANITIES,87.46,3,86.9,Undecided,Undeclared,800,1.0
311,N353114402248,M,North America,ay1516,"PHILOSOPHY, POLITICS AND ECONOMICS",88.18,4,87.3525,Global Affairs,Undeclared,750,1.0
312,N354114425248,F,Other,ay1516,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",81.37,4,85.6,"Mathematical, Computational and Statistical Sciences",Undeclared,670,0.0
313,N355114424248,M,East Asia,ay1516,ECONOMICS,85.11,4,92.3325,"Mathematical, Computational and Statistical Sciences",Undeclared,800,1.0
314,N357114421248,F,East Asia,ay1516,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",85.98,4,89.43,Global Affairs,Environmental Studies,770,1.0
315,N358114418248,F,Singapore,ay1516,HISTORY,81.44,3,83.6725,Undecided,Undeclared,760,0.0
316,N359114414248,F,Europe,ay1516,PSYCHOLOGY,84.88,4,84.82,Psychology,History,800,0.0
317,N360114405248,F,North America,ay1516,ECONOMICS,89.84,4,93.0375,Economics,Undeclared,800,1.0
318,N361114401248,F,Other,ay1516,ECONOMICS,81.63,4,86.1,Economics,Global Affairs,800,0.0
319,N338114405261,F,Singapore,ay1516,PSYCHOLOGY,83.98,4,85.775,Psychology,Life Sciences,790,0.0
320,N339114401261,F,Singapore,ay1516,URBAN STUDIES,86.45,4,90.8175,Global Affairs,Urban Studies,790,1.0
321,N340114421261,M,Singapore,ay1516,"PHILOSOPHY, POLITICS AND ECONOMICS",89.7,4,95.0875,Life Sciences,History,800,1.0
322,N397114413265,M,Singapore,ay1516,GLOBAL AFFAIRS,81.75,4,78.865,Global Affairs,Undecided,710,0.0
323,N398114412265,M,Singapore,ay1516,URBAN STUDIES,88.59,4,92.415,Urban Studies,Undecided,780,1.0
324,N329114423266,F,Singapore,ay1516,LITERATURE,90.03,4,91.78,Literature,Arts & Humanities,800,1.0
325,N377114424280,F,Singapore,ay1516,GLOBAL AFFAIRS,74.31,4,63.71,Literature,Arts & Humanities,760,0.0
326,N356110408273,M,Singapore,ay1617,PHYSICAL SCIENCES,84.34063838,4,85.384011815,Physical Sciences,Environmental Studies,800,0.0
327,N338113408261,F,Southeast Asia,ay1617,"PHILOSOPHY, POLITICS AND ECONOMICS",76.48380718,4,78.58297823,Psychology,Global Affairs,790,0.0
328,N351113418261,M,East Asia,ay1617,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",86.44270296,4,92.3976214775,Anthropology,"Mathematical, Computational and Statistical Sciences",800,1.0
329,N363114412242,F,Singapore,ay1617,"PHILOSOPHY, POLITICS AND ECONOMICS",79.88000282,3,82.57761576,Global Affairs,Literature,710,0.0
330,N337115408224,M,South Asia,ay1617,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",88.56328025,3,92.1262446425,Economics,"Mathematical, Computational and Statistical Sciences",790,1.0
331,N338115405224,F,Singapore,ay1617,GLOBAL AFFAIRS,77.88751253,1,73.58814887,"Philosophy, Politics and Economics",Global Affairs,780,0.0
332,N339115401224,F,Other,ay1617,PSYCHOLOGY,80.83984747,4,80.91335899,Arts & Humanities,Life Sciences,760,0.0
333,N340115421224,M,Singapore,ay1617,"PHILOSOPHY, POLITICS AND ECONOMICS",78.47027464,4,77.9256952675,"Philosophy, Politics and Economics",Undeclared,780,0.0
334,N341115418224,F,Singapore,ay1617,PSYCHOLOGY,76.02095394,4,78.221878685,Psychology,Life Sciences,770,0.0
335,N342115414224,F,North America,ay1617,ANTHROPOLOGY,78.68105304,4,73.5961048975,"Philosophy, Politics and Economics",Arts & Humanities,680,0.0
336,N343115413224,F,Southeast Asia,ay1617,"PHILOSOPHY, POLITICS AND ECONOMICS",65.92017383,3,53.735396655,Literature,Physical Sciences,790,0.0
337,N344115412224,M,South Asia,ay1617,PSYCHOLOGY,81.6591999,4,84.2697333075,Physical Sciences,"Philosophy, Politics and Economics",780,0.0
338,N345115410224,F,East Asia,ay1617,GLOBAL AFFAIRS,59.99127997,3,55.39342041,Literature,"Philosophy, Politics and Economics",760,0.0
339,N346115408224,F,Singapore,ay1617,URBAN STUDIES,72.42940789,3,74.646244605,Global Affairs,Anthropology,780,0.0
340,N347115405224,M,South Asia,ay1617,"PHILOSOPHY, POLITICS AND ECONOMICS",76.12747663,3,79.377173845,Arts & Humanities,Environmental Studies,740,0.0
341,N348115401224,M,Southeast Asia,ay1617,ENVIRONMENTAL STUDIES,80.1543892,3,76.114549295,Economics,Physical Sciences,730,0.0
342,N349115402224,F,North America,ay1617,"PHILOSOPHY, POLITICS AND ECONOMICS",76.73711374,2,71.5396453975,Economics,Literature,750,0.0
343,N350115418224,F,North America,ay1617,"PHILOSOPHY, POLITICS AND ECONOMICS",82.91867898,4,79.03114604,"Philosophy, Politics and Economics",Economics,720,0.0
344,N352115413224,F,East Asia,ay1617,PSYCHOLOGY,79.91585298,4,84.145070845,Global Affairs,Psychology,800,0.0
345,N353115412224,M,East Asia,ay1617,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",82.86040047,4,86.50156788,"Philosophy, Politics and Economics",Arts & Humanities,800,1.0
346,N354115410224,M,Singapore,ay1617,ENVIRONMENTAL STUDIES,78.11759837,4,76.434595345,"Philosophy, Politics and Economics",Economics,800,0.0
347,N355115408224,F,Other,ay1617,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",86.58200982,4,88.802810395,"Mathematical, Computational and Statistical Sciences",Philosophy,780,1.0
348,N356115405224,M,South Asia,ay1617,LIFE SCIENCES,85.12083833,4,88.0706992075,Physical Sciences,Undeclared,770,1.0
349,N357115401224,F,Singapore,ay1617,PSYCHOLOGY,76.26625713,2,66.7920271275,Life Sciences,Economics,720,0.0
350,N359115425224,F,East Asia,ay1617,"PHILOSOPHY, POLITICS AND ECONOMICS",79.83545456,4,79.4132403825,"Philosophy, Politics and Economics",Economics,800,0.0
351,N360115414224,M,East Asia,ay1617,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",86.91862726,4,81.4030396325,"Philosophy, Politics and Economics",Economics,790,0.0
352,N361115413224,M,Other,ay1617,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",74.09049647,4,72.0077253925,Economics,Undeclared,780,0.0
353,N362115412224,M,Singapore,ay1617,"PHILOSOPHY, POLITICS AND ECONOMICS",79.72885028,4,81.5525637475,Anthropology,Psychology,740,0.0
354,N364115408224,M,Southeast Asia,ay1617,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",84.65557973,4,87.2301369875,"Mathematical, Computational and Statistical Sciences","Philosophy, Politics and Economics",800,1.0
355,N365115405224,F,East Asia,ay1617,ECONOMICS,81.40253823,4,83.7095182275,Economics,Global Affairs,760,0.0
356,N366115401224,F,Other,ay1617,ARTS AND HUMANITIES,79.34766152,4,78.6617566475,Arts & Humanities,Undeclared,800,0.0
357,N367115402224,F,East Asia,ay1617,LITERATURE,81.0858184,4,79.8257054875,"Philosophy, Politics and Economics",Global Affairs,790,0.0
358,N368115425224,M,Europe,ay1617,"PHILOSOPHY, POLITICS AND ECONOMICS",81.58099586,3,80.92051645,Global Affairs,Economics,710,0.0
359,N369115424224,F,Other,ay1617,PHYSICAL SCIENCES,80.44593499,4,80.73480261,Physical Sciences,Environmental Studies,760,0.0
360,N370115413224,M,Europe,ay1617,ECONOMICS,80.93010891,2,83.1957455875,Physical Sciences,"Mathematical, Computational and Statistical Sciences",800,0.0
361,N371115412224,M,East Asia,ay1617,Undeclared,80.21925112,4,81.7111736075,Undecided,"Philosophy, Politics and Economics",800,0.0
362,N372115410224,M,East Asia,ay1617,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",85.47715547,4,83.017746265,"Mathematical, Computational and Statistical Sciences",Psychology,780,0.0
363,N373115408224,F,Singapore,ay1617,PHYSICAL SCIENCES,83.75950511,4,87.122708065,Physical Sciences,Arts & Humanities,760,1.0
364,N374115405224,F,Singapore,ay1617,"PHILOSOPHY, POLITICS AND ECONOMICS",82.26726906,4,79.0997968625,Undecided,Undecided,720,0.0
365,N375115401224,M,Other,ay1617,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",81.97417511,4,78.001027915,Physical Sciences,Global Affairs,800,0.0
366,N376115402224,M,Other,ay1617,"PHILOSOPHY, POLITICS AND ECONOMICS",76.08676836,3,77.6601410075,Anthropology,Urban Studies,800,0.0
367,N377115425224,M,Europe,ay1617,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",83.68623120000002,4,88.2674855275,Physical Sciences,Global Affairs,800,1.0
368,N378115424224,F,East Asia,ay1617,GLOBAL AFFAIRS,76.39187584,4,70.262658725,Global Affairs,"Philosophy, Politics and Economics",800,0.0
369,N380115412224,M,Singapore,ay1617,ARTS AND HUMANITIES,75.53344807,3,72.05992339,Psychology,Arts & Humanities,630,0.0
370,N381115410224,F,North America,ay1617,"PHILOSOPHY, POLITICS AND ECONOMICS",76.77836640000002,4,69.4254793875,Economics,Arts & Humanities,730,0.0
371,N382115408224,F,Singapore,ay1617,HISTORY,81.23406531,4,78.0543211325,History,Physical Sciences,660,0.0
372,N383115405224,F,East Asia,ay1617,PSYCHOLOGY,68.52964797,3,60.51079277,Global Affairs,"Philosophy, Politics and Economics",730,0.0
373,N384115401224,F,North America,ay1617,LITERATURE,77.96094511,3,72.0731723425,Global Affairs,Undeclared,720,0.0
374,N385115402224,F,Singapore,ay1617,HISTORY,70.32002667,3,61.160260615,Anthropology,Arts & Humanities,760,0.0
375,N388115423224,F,South Asia,ay1617,LIFE SCIENCES,83.25054617,4,80.2001734825,Life Sciences,"Mathematical, Computational and Statistical Sciences",800,0.0
376,N389115421224,M,East Asia,ay1617,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",90.27986455,4,91.781178225,"Mathematical, Computational and Statistical Sciences",Physical Sciences,800,1.0
377,N390115410224,M,Singapore,ay1617,DDP LAW,78.96724451,4,79.3225361775,Philosophy,Global Affairs,780,0.0
378,N391115408224,F,Other,ay1617,ECONOMICS,75.19907508,4,72.5903470475,Economics,"Mathematical, Computational and Statistical Sciences",800,0.0
379,N392115405224,F,Singapore,ay1617,URBAN STUDIES,70.95565981,3,69.39708779,Economics,Undecided,710,0.0
380,N393115401224,F,North America,ay1617,PHILOSOPHY,77.99402823,4,75.4685982375,Global Affairs,Anthropology,660,0.0
381,N394115402224,M,Singapore,ay1617,ENVIRONMENTAL STUDIES,71.1899922,3,64.076330885,Environmental Studies,Undecided,650,0.0
382,N395115425224,M,South Asia,ay1617,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",85.22282196,4,81.373026305,"Mathematical, Computational and Statistical Sciences",Physical Sciences,770,0.0
383,N396115424224,F,South Asia,ay1617,"PHILOSOPHY, POLITICS AND ECONOMICS",76.01531941,4,71.42075407,Literature,Economics,770,0.0
384,N397115423224,F,East Asia,ay1617,"PHILOSOPHY, POLITICS AND ECONOMICS",84.57377542,4,84.434424845,Psychology,Life Sciences,780,0.0
385,N398115421224,M,Singapore,ay1617,DDP LAW,84.45361057,4,85.2684145825,Arts & Humanities,History,800,0.0
386,N399115418224,F,North America,ay1617,LIFE SCIENCES,74.78489259999998,3,66.5561225,Life Sciences,Physical Sciences,760,0.0
387,N300115425225,F,Other,ay1617,"PHILOSOPHY, POLITICS AND ECONOMICS",69.84124881,3,58.14879574,"Philosophy, Politics and Economics",Arts & Humanities,670,0.0
388,N301115424225,M,East Asia,ay1617,ECONOMICS,86.10986411,3,93.9407032575,"Mathematical, Computational and Statistical Sciences",Economics,800,1.0
389,N302115423225,M,Singapore,ay1617,"PHILOSOPHY, POLITICS AND ECONOMICS",79.97041827,4,77.7595749175,Global Affairs,"Philosophy, Politics and Economics",760,0.0
390,N303115421225,M,Europe,ay1617,ECONOMICS,80.91710970000003,2,81.015845275,Economics,Global Affairs,730,0.0
391,N304115418225,M,Southeast Asia,ay1617,ECONOMICS,76.48666569,4,72.84233595,Economics,Global Affairs,740,0.0
392,N308115410225,M,East Asia,ay1617,"PHILOSOPHY, POLITICS AND ECONOMICS",80.52028981,4,81.3987463875,"Mathematical, Computational and Statistical Sciences","Philosophy, Politics and Economics",780,0.0
393,N310115424225,M,East Asia,ay1617,Undeclared,73.55043013,4,74.8419330925,Undecided,Undecided,790,0.0
394,N311115423225,F,Southeast Asia,ay1617,"PHILOSOPHY, POLITICS AND ECONOMICS",79.35372401,2,79.3023814375,"Philosophy, Politics and Economics",Global Affairs,760,0.0
395,N312115421225,F,Singapore,ay1617,ARTS AND HUMANITIES,63.70360435,3,61.34735742,Psychology,Literature,780,0.0
396,N313115418225,F,Southeast Asia,ay1617,ENVIRONMENTAL STUDIES,81.15502193,4,84.363848805,Environmental Studies,"Philosophy, Politics and Economics",740,0.0
397,N314115414225,F,Other,ay1617,PSYCHOLOGY,81.84561313,3,79.81429269,Psychology,Urban Studies,690,0.0
398,N315115413225,M,Singapore,ay1617,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",76.63190734,3,78.616726515,Economics,Undecided,730,0.0
399,N317115410225,F,Singapore,ay1617,LITERATURE,82.23225527,4,81.786360745,Arts & Humanities,Literature,800,0.0
400,N319115405225,F,Europe,ay1617,ECONOMICS,79.60939361,4,80.54732844,"Mathematical, Computational and Statistical Sciences",Economics,800,0.0
401,N320115423225,F,East Asia,ay1617,ANTHROPOLOGY,69.72144319,3,65.818874095,Literature,Anthropology,780,0.0
402,N322115418225,F,East Asia,ay1617,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",80.26748767,4,81.9115030925,Undeclared,"Philosophy, Politics and Economics",800,0.0
403,N324115413225,M,Other,ay1617,LIFE SCIENCES,86.4208005,4,88.82455625,Life Sciences,Economics,760,1.0
