Admit.Year,Term.in.which.module.is.offered,Module.Code,Module.Title,Shadow.CC.Grades,Published.Grade,PIN
2014,AY1415 S2,YCC1114,Philosophy and  Political Thought 2,Not Applicable,B-,N388112410278
2014,AY1415 S2,YCC1114,Philosophy and  Political Thought 2,Not Applicable,A-,N374112421278
2014,AY1415 S2,YCC1114,Philosophy and  Political Thought 2,Not Applicable,C+,N392112421278
2014,AY1415 S2,YCC1114,Philosophy and  Political Thought 2,Not Applicable,A-,N326112424279
2014,AY1415 S2,YCC1114,Philosophy and  Political Thought 2,Not Applicable,A,N323113418226
2014,AY1415 S2,YCC1114,Philosophy and  Political Thought 2,Not Applicable,C,N325112425279
2014,AY1415 S2,YCC1114,Philosophy and  Political Thought 2,Not Applicable,B,N370112412264
2014,AY1415 S2,YCC1114,Philosophy and  Political Thought 2,Not Applicable,B,N369112412278
2014,AY1415 S2,YCC1114,Philosophy and  Political Thought 2,Not Applicable,A-,N312113423226
2014,AY1415 S2,YCC1114,Philosophy and  Political Thought 2,Not Applicable,B,N311112410279
2014,AY1415 S2,YCC1114,Philosophy and  Political Thought 2,Not Applicable,A-,N310113425226
2014,AY1415 S2,YCC1114,Philosophy and  Political Thought 2,Not Applicable,B,N370112402278
2014,AY1415 S2,YCC1114,Philosophy and  Political Thought 2,Not Applicable,B+,N384112402255
2014,AY1415 S2,YCC1114,Philosophy and  Political Thought 2,Not Applicable,A-,N337110408274
2014,AY1415 S2,YCC1114,Philosophy and  Political Thought 2,Not Applicable,B+,N352112425279
2014,AY1617 S2,YCC1114,Philosophy and  Political Thought 2,Not Applicable,B-,N335112424279
2014,AY1415 S2,YCC1114,Philosophy and  Political Thought 2,Not Applicable,A-,N308110412274
2014,AY1415 S2,YCC1114,Philosophy and  Political Thought 2,Not Applicable,A-,N325113413226
2014,AY1415 S2,YCC1114,Philosophy and  Political Thought 2,Not Applicable,B,N399112405278
2014,AY1415 S2,YCC1114,Philosophy and  Political Thought 2,Not Applicable,A-,N379113405221
2014,AY1415 S2,YCC1114,Philosophy and  Political Thought 2,Not Applicable,A-,N368113410221
2014,AY1415 S2,YCC1114,Philosophy and  Political Thought 2,Not Applicable,B+,N316113413226
2014,AY1415 S2,YCC1114,Philosophy and  Political Thought 2,Not Applicable,B+,N366112418278
2014,AY1415 S2,YCC1114,Philosophy and  Political Thought 2,Not Applicable,B+,N324112402279
2014,AY1415 S2,YCC1114,Philosophy and  Political Thought 2,Not Applicable,C,N323112401279
2014,AY1415 S2,YCC1114,Philosophy and  Political Thought 2,Not Applicable,B+,N310112412279
2014,AY1415 S2,YCC1114,Philosophy and  Political Thought 2,Not Applicable,B-,N332113424241
2014,AY1415 S2,YCC1114,Philosophy and  Political Thought 2,Not Applicable,A+,N377113410221
2014,AY1415 S2,YCC1114,Philosophy and  Political Thought 2,Not Applicable,A-,N356112418279
2014,AY1415 S2,YCC1114,Philosophy and  Political Thought 2,Not Applicable,B,N302112410279
2014,AY1415 S2,YCC1114,Philosophy and  Political Thought 2,Not Applicable,B+,N331113421226
2014,AY1415 S2,YCC1114,Philosophy and  Political Thought 2,Not Applicable,A-,N328113408226
2014,AY1415 S2,YCC1114,Philosophy and  Political Thought 2,Not Applicable,A-,N397112410278
2014,AY1415 S2,YCC1114,Philosophy and  Political Thought 2,Not Applicable,B-,N304112405279
2014,AY1415 S2,YCC1114,Philosophy and  Political Thought 2,Not Applicable,B,N303112408279
2014,AY1415 S2,YCC1114,Philosophy and  Political Thought 2,Not Applicable,B+,N380113423221
2014,AY1415 S2,YCC1114,Philosophy and  Political Thought 2,Not Applicable,A-,N384112412241
2014,AY1415 S2,YCC1114,Philosophy and  Political Thought 2,Not Applicable,B+,N398113418236
2014,AY1415 S2,YCC1114,Philosophy and  Political Thought 2,Not Applicable,A,N309112423279
2014,AY1415 S2,YCC1114,Philosophy and  Political Thought 2,Not Applicable,B+,N317113412226
2014,AY1415 S2,YCC1114,Philosophy and  Political Thought 2,Not Applicable,C,N331112421236
2014,AY1415 S2,YCC1114,Philosophy and  Political Thought 2,Not Applicable,B+,N313113421226
2014,AY1415 S2,YCC1114,Philosophy and  Political Thought 2,Not Applicable,B+,N307112425279
2014,AY1415 S2,YCC1114,Philosophy and  Political Thought 2,Not Applicable,A-,N327113410226
2014,AY1415 S2,YCC1114,Philosophy and  Political Thought 2,Not Applicable,B-,N318113410226
2014,AY1415 S2,YCC1114,Philosophy and  Political Thought 2,Not Applicable,C,N380112425278
2014,AY1415 S2,YCC1114,Philosophy and  Political Thought 2,Not Applicable,B+,N363112424278
2014,AY1415 S2,YCC1114,Philosophy and  Political Thought 2,Not Applicable,A-,N383112421278
2014,AY1415 S2,YCC1114,Philosophy and  Political Thought 2,Not Applicable,A-,N395112408223
2014,AY1415 S2,YCC1114,Philosophy and  Political Thought 2,Not Applicable,A-,N332113418226
2014,AY1415 S2,YCC1114,Philosophy and  Political Thought 2,Not Applicable,B,N317112424279
2014,AY1415 S2,YCC1114,Philosophy and  Political Thought 2,Not Applicable,B,N365113414221
2014,AY1415 S2,YCC1114,Philosophy and  Political Thought 2,Not Applicable,A-,N392113402219
2014,AY1415 S2,YCC1114,Philosophy and  Political Thought 2,Not Applicable,B,N340112405279
2014,AY1415 S2,YCC1114,Philosophy and  Political Thought 2,Not Applicable,B,N321112408279
2014,AY1415 S2,YCC1114,Philosophy and  Political Thought 2,Not Applicable,A-,N320113424226
2014,AY1415 S2,YCC1114,Philosophy and  Political Thought 2,Not Applicable,B,N309113410226
2014,AY1415 S2,YCC1114,Philosophy and  Political Thought 2,Not Applicable,A-,N344112424279
2014,AY1415 S2,YCC1114,Philosophy and  Political Thought 2,Not Applicable,B+,N364112423278
2014,AY1415 S2,YCC1114,Philosophy and  Political Thought 2,Not Applicable,B+,N311113424226
2014,AY1415 S2,YCC1114,Philosophy and  Political Thought 2,Not Applicable,B+,N324113414226
2014,AY1415 S2,YCC1114,Philosophy and  Political Thought 2,Not Applicable,B+,N330112423236
2014,AY1415 S2,YCC1114,Philosophy and  Political Thought 2,Not Applicable,B,N355112421279
2014,AY1415 S2,YCC1114,Philosophy and  Political Thought 2,Not Applicable,B+,N330112408279
2014,AY1415 S2,YCC1114,Philosophy and  Political Thought 2,Not Applicable,A-,N379112424217
2014,AY1415 S2,YCC1114,Philosophy and  Political Thought 2,Not Applicable,A-,N365112421278
2014,AY1415 S2,YCC1114,Philosophy and  Political Thought 2,Not Applicable,B,N313112405279
2014,AY1415 S2,YCC1114,Philosophy and  Political Thought 2,Not Applicable,B+,N372113421221
2014,AY1415 S2,YCC1114,Philosophy and  Political Thought 2,Not Applicable,A-,N316112425279
2014,AY1415 S2,YCC1114,Philosophy and  Political Thought 2,Not Applicable,B,N325113408238
2014,AY1415 S2,YCC1114,Philosophy and  Political Thought 2,Not Applicable,A,N329112418279
2014,AY1415 S2,YCC1114,Philosophy and  Political Thought 2,Not Applicable,B,N397110424273
2014,AY1415 S2,YCC1114,Philosophy and  Political Thought 2,Not Applicable,B+,N390113421221
2014,AY1415 S2,YCC1114,Philosophy and  Political Thought 2,Not Applicable,B+,N385113412221
2014,AY1415 S2,YCC1114,Philosophy and  Political Thought 2,Not Applicable,B+,N398112408278
2014,AY1415 S2,YCC1114,Philosophy and  Political Thought 2,Not Applicable,B,N315112402279
2014,AY1415 S2,YCC1114,Philosophy and  Political Thought 2,Not Applicable,B,N369113408221
2014,AY1415 S2,YCC1114,Philosophy and  Political Thought 2,Not Applicable,A-,N382113418221
2014,AY1415 S2,YCC1114,Philosophy and  Political Thought 2,Not Applicable,A-,N373112423278
2014,AY1415 S2,YCC1114,Philosophy and  Political Thought 2,Not Applicable,A-,N350112401279
2014,AY1415 S2,YCC1114,Philosophy and  Political Thought 2,Not Applicable,A-,N396113421219
2014,AY1415 S2,YCC1114,Philosophy and  Political Thought 2,Not Applicable,A,N384112418278
2014,AY1415 S2,YCC1114,Philosophy and  Political Thought 2,Not Applicable,B-,N347112418279
2014,AY1415 S2,YCC1114,Philosophy and  Political Thought 2,Not Applicable,B+,N358112414278
2014,AY1415 S2,YCC1114,Philosophy and  Political Thought 2,Not Applicable,B+,N332112401279
2014,AY1415 S2,YCC1114,Philosophy and  Political Thought 2,Not Applicable,A-,N331112405279
2014,AY1415 S2,YCC1114,Philosophy and  Political Thought 2,Not Applicable,B-,N319113408226
2014,AY1415 S2,YCC1114,Philosophy and  Political Thought 2,Not Applicable,A,N378112412278
2014,AY1415 S2,YCC1114,Philosophy and  Political Thought 2,Not Applicable,B+,N375112418278
2014,AY1415 S2,YCC1114,Philosophy and  Political Thought 2,Not Applicable,B+,N389112408278
2014,AY1415 S2,YCC1114,Philosophy and  Political Thought 2,Not Applicable,B+,N306112402279
2014,AY1415 S2,YCC1114,Philosophy and  Political Thought 2,Not Applicable,B+,N332112418236
2014,AY1415 S2,YCC1114,Philosophy and  Political Thought 2,Not Applicable,A-,N303108421205
2014,AY1415 S2,YCC1114,Philosophy and  Political Thought 2,Not Applicable,B+,N354112423279
2014,AY1415 S2,YCC1114,Philosophy and  Political Thought 2,Not Applicable,A-,N381112413252
2014,AY1415 S2,YCC1114,Philosophy and  Political Thought 2,Not Applicable,B+,N360112401278
2014,AY1415 S2,YCC1114,Philosophy and  Political Thought 2,Not Applicable,B,N395113423219
2014,AY1415 S2,YCC1114,Philosophy and  Political Thought 2,Not Applicable,B,N314112401279
2014,AY1415 S2,YCC1114,Philosophy and  Political Thought 2,Not Applicable,A,N300112413279
2014,AY1415 S2,YCC1114,Philosophy and  Political Thought 2,Not Applicable,B-,N320112401251
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N371112425278
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N376112405225
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N368112413278
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N359107401288
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N367113412221
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N362112425278
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N342112402279
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N386113410221
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N301112412279
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N320112410279
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N374110423297
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N382112423278
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N367112414278
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N376112414278
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N308112424279
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N374113414221
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N333113414226
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N322113421226
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N343112425279
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N388113405221
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N328112421279
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N393113425219
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N377112413278
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N333112402279
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N306112413255
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N313106412255
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N353112424279
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N337112421279
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N387112412278
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N393112418278
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N372112424278
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N391113401219
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N305112401279
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N389113401221
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N381113421221
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N327112423279
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N339112414279
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N319112421279
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N346112421279
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N390112424278
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N386110425292
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N381112424278
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N396112412278
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N394113424219
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N308113412226
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N373113418221
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N385112421249
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N349112413279
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N329113405226
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N388112421255
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N322112405279
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N338112418279
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N378113408221
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N336112423279
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N384113413221
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N321113423226
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N391112423278
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N326113412226
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N370113424221
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N351112402279
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N330113423226
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N366113413221
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N386112413278
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N383113414221
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N376113412221
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N333112414236
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N394112414278
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N388112410278
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N374112421278
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N392112421278
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N326112424279
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N323113418226
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N325112425279
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N370112412264
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N369112412278
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N312113423226
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N311112410279
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N310113425226
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N370112402278
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N384112402255
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N337110408274
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N352112425279
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N335112424279
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N308110412274
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N325113413226
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N399112405278
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N379113405221
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N368113410221
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N316113413226
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N366112418278
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N324112402279
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CU,N318112423279
2014,AY1617 S1,YCC1121,Comparative Social Inquiry,F,CU,N318112423279
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N323112401279
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N310112412279
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N332113424241
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N377113410221
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N356112418279
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N302112410279
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N331113421226
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N328113408226
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N397112410278
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N304112405279
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N303112408279
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N380113423221
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N384112412241
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N398113418236
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N309112423279
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N317113412226
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N331112421236
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N313113421226
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N307112425279
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N327113410226
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N318113410226
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N380112425278
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N363112424278
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N383112421278
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N395112408223
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N332113418226
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N317112424279
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N365113414221
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N392113402219
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N340112405279
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N321112408279
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N320113424226
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N309113410226
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N344112424279
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N364112423278
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N311113424226
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N324113414226
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N330112423236
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N355112421279
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N330112408279
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N379112424217
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N365112421278
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N313112405279
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N372113421221
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N316112425279
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N325113408238
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N329112418279
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N397110424273
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N390113421221
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N385113412221
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N398112408278
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N315112402279
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N369113408221
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N382113418221
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N373112423278
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N350112401279
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N396113421219
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N384112418278
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N347112418279
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N358112414278
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N332112401279
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N331112405279
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N319113408226
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N378112412278
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N375112418278
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N341112401279
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N389112408278
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N306112402279
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N332112418236
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N303108421205
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N354112423279
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N381112413252
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N360112401278
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N395113423219
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N361112402278
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CU,N314112401279
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N300112413279
2014,AY1415 S1,YCC1121,Comparative Social Institutions,-,CS,N320112401251
2014,AY1415 S2,YCC1122,Quantitative Reasoning,Not Applicable,A,N371112425278
2014,AY1415 S2,YCC1122,Quantitative Reasoning,Not Applicable,B,N376112405225
2014,AY1415 S2,YCC1122,Quantitative Reasoning,Not Applicable,B,N368112413278
2014,AY1415 S2,YCC1122,Quantitative Reasoning,Not Applicable,A-,N359107401288
2014,AY1415 S2,YCC1122,Quantitative Reasoning,Not Applicable,A-,N367113412221
2014,AY1415 S2,YCC1122,Quantitative Reasoning,Not Applicable,B,N362112425278
2014,AY1415 S2,YCC1122,Quantitative Reasoning,Not Applicable,B+,N342112402279
2014,AY1415 S2,YCC1122,Quantitative Reasoning,Not Applicable,B,N386113410221
2014,AY1415 S2,YCC1122,Quantitative Reasoning,Not Applicable,A-,N301112412279
2014,AY1415 S2,YCC1122,Quantitative Reasoning,Not Applicable,A,N320112410279
2014,AY1415 S2,YCC1122,Quantitative Reasoning,Not Applicable,B+,N374110423297
2014,AY1415 S2,YCC1122,Quantitative Reasoning,Not Applicable,B+,N382112423278
2014,AY1415 S2,YCC1122,Quantitative Reasoning,Not Applicable,B,N367112414278
2014,AY1415 S2,YCC1122,Quantitative Reasoning,Not Applicable,B,N376112414278
2014,AY1415 S2,YCC1122,Quantitative Reasoning,Not Applicable,A+,N308112424279
2014,AY1415 S2,YCC1122,Quantitative Reasoning,Not Applicable,B,N374113414221
2014,AY1415 S2,YCC1122,Quantitative Reasoning,Not Applicable,B,N333113414226
2014,AY1415 S2,YCC1122,Quantitative Reasoning,Not Applicable,A+,N322113421226
2014,AY1415 S2,YCC1122,Quantitative Reasoning,Not Applicable,B+,N343112425279
2014,AY1415 S2,YCC1122,Quantitative Reasoning,Not Applicable,B,N388113405221
2014,AY1415 S2,YCC1122,Quantitative Reasoning,Not Applicable,B,N328112421279
2014,AY1415 S2,YCC1122,Quantitative Reasoning,Not Applicable,B+,N393113425219
2014,AY1415 S2,YCC1122,Quantitative Reasoning,Not Applicable,B-,N377112413278
2014,AY1415 S2,YCC1122,Quantitative Reasoning,Not Applicable,C,N333112402279
2014,AY1415 S2,YCC1122,Quantitative Reasoning,Not Applicable,B-,N306112413255
2014,AY1415 S2,YCC1122,Quantitative Reasoning,Not Applicable,A-,N313106412255
2014,AY1415 S2,YCC1122,Quantitative Reasoning,Not Applicable,C,N353112424279
2014,AY1415 S2,YCC1122,Quantitative Reasoning,Not Applicable,A-,N337112421279
2014,AY1415 S2,YCC1122,Quantitative Reasoning,Not Applicable,B+,N387112412278
2014,AY1415 S2,YCC1122,Quantitative Reasoning,Not Applicable,B,N393112418278
2014,AY1415 S2,YCC1122,Quantitative Reasoning,Not Applicable,A-,N372112424278
2014,AY1415 S2,YCC1122,Quantitative Reasoning,Not Applicable,B-,N391113401219
2014,AY1415 S2,YCC1122,Quantitative Reasoning,Not Applicable,B+,N305112401279
2014,AY1415 S2,YCC1122,Quantitative Reasoning,Not Applicable,B-,N389113401221
2014,AY1415 S2,YCC1122,Quantitative Reasoning,Not Applicable,B,N381113421221
2014,AY1415 S2,YCC1122,Quantitative Reasoning,Not Applicable,A-,N327112423279
2014,AY1415 S2,YCC1122,Quantitative Reasoning,Not Applicable,A-,N339112414279
2014,AY1415 S2,YCC1122,Quantitative Reasoning,Not Applicable,A-,N319112421279
2014,AY1415 S2,YCC1122,Quantitative Reasoning,Not Applicable,B+,N346112421279
2014,AY1415 S2,YCC1122,Quantitative Reasoning,Not Applicable,B+,N390112424278
2014,AY1415 S2,YCC1122,Quantitative Reasoning,Not Applicable,B,N386110425292
2014,AY1415 S2,YCC1122,Quantitative Reasoning,Not Applicable,B+,N381112424278
2014,AY1415 S2,YCC1122,Quantitative Reasoning,Not Applicable,B-,N396112412278
2014,AY1415 S2,YCC1122,Quantitative Reasoning,Not Applicable,B-,N394113424219
2014,AY1415 S2,YCC1122,Quantitative Reasoning,Not Applicable,B-,N308113412226
2014,AY1415 S2,YCC1122,Quantitative Reasoning,Not Applicable,C,N373113418221
2014,AY1415 S2,YCC1122,Quantitative Reasoning,Not Applicable,B,N385112421249
2014,AY1415 S2,YCC1122,Quantitative Reasoning,Not Applicable,B+,N349112413279
2014,AY1415 S2,YCC1122,Quantitative Reasoning,Not Applicable,B,N329113405226
2014,AY1415 S2,YCC1122,Quantitative Reasoning,Not Applicable,A+,N388112421255
2014,AY1415 S2,YCC1122,Quantitative Reasoning,Not Applicable,B-,N322112405279
2014,AY1415 S2,YCC1122,Quantitative Reasoning,Not Applicable,B,N338112418279
2014,AY1415 S2,YCC1122,Quantitative Reasoning,Not Applicable,B+,N378113408221
2014,AY1415 S2,YCC1122,Quantitative Reasoning,Not Applicable,B-,N336112423279
2014,AY1415 S2,YCC1122,Quantitative Reasoning,Not Applicable,A-,N384113413221
2014,AY1415 S2,YCC1122,Quantitative Reasoning,Not Applicable,B,N321113423226
2014,AY1415 S2,YCC1122,Quantitative Reasoning,Not Applicable,B+,N391112423278
