,PIN,Sex,Region,Year,Major,Grade,HSG,IndGrd2,AC1,AC2,SAT,IndGrd
214,N306120401297,F,Singapore,ay1920,Undeclared,76.62698412,3,68.5864041275,Psychology,Arts & Humanities,690,0.0
215,N329120421297,F,Singapore,ay1920,Undeclared,76.74702656,3,71.6820221625,Psychology,Undecided,670,0.0
216,N341120410277,F,Singapore,ay1920,Undeclared,79.68583663,3,77.0763573191667,Psychology,Philosophy,730,0.0
217,N373120421213,F,Singapore,ay1920,Undeclared,82.52312915,3,81.483372505,Psychology,Environmental Studies,800,0.0
218,N323120410277,F,East Asia,ay1920,Undeclared,88.92838202,2,89.43557976666669,Psychology,Life Sciences,770,1.0
219,N332120410277,F,Singapore,ay1920,Undeclared,86.96814054,2,84.42542871833331,Psychology,Philosophy,740,0.0
220,N373120425277,F,Singapore,ay1920,Undeclared,76.08530640000001,2,73.1459088716667,Psychology,Urban Studies,790,0.0
221,N301120418277,F,Other,ay1920,Undeclared,70.63468542,4,80.2568905641667,Psychology,Economics,790,0.0
222,N305120410277,F,Singapore,ay1920,Undeclared,77.35716269,4,88.9422573075,Psychology,Environmental Studies,790,1.0
223,N320120414277,M,East Asia,ay1920,Undeclared,85.83668775,3,84.9613576716667,Psychology,Psychology,780,0.0
224,N326120425297,M,Singapore,ay1920,Undeclared,83.10338247,4,81.2816965708333,Psychology,Economics,750,0.0
225,N346120425277,F,East Asia,ay1920,Undeclared,82.71163163,2,81.0100887266667,Psychology,Arts & Humanities,670,0.0
226,N350120410277,F,Singapore,ay1920,Undeclared,75.09224717,2,78.023847055,Psychology,Environmental Studies,800,0.0
227,N368120414296,F,Singapore,ay1920,Undeclared,82.87062655,3,79.2823157633333,Psychology,Life Sciences,700,0.0
228,N384120424258,F,Singapore,ay1920,Undeclared,83.80777375,3,84.4231403391667,Psychology,Undecided,780,0.0
229,N389120412277,M,Singapore,ay1920,Undeclared,70.33535793,3,63.6780605291667,Psychology,"Philosophy, Politics and Economics",800,0.0
230,N398120413276,F,Singapore,ay1920,Undeclared,85.86992434,3,81.8230003266667,Psychology,"Philosophy, Politics and Economics",720,0.0
231,N301120414278,F,Singapore,ay1920,Undeclared,79.27247568,3,78.047728305,Undecided,Psychology,710,0.0
232,N315120405278,M,North America,ay1920,Undeclared,83.11877468,3,78.22718088,Undecided,"Philosophy, Politics and Economics",780,0.0
233,N303120412278,M,Europe,ay1920,Undeclared,71.90573898,3,72.2838629883333,Undecided,Undecided,740,0.0
234,N377120414296,M,South Asia,ay1920,Undeclared,91.44569592,4,93.4747812325,Undecided,Economics,790,1.0
235,N355120424296,F,Singapore,ay1920,Undeclared,88.28326749,4,91.1206652333333,Urban Studies,"Philosophy, Politics and Economics",790,1.0
236,N371120405276,M,Singapore,ay1920,Undeclared,82.18449969,4,83.28065006,Urban Studies,Economics,710,0.0
237,N376120418296,F,Singapore,ay1920,Undeclared,79.61094431,4,75.1406927275,Urban Studies,Environmental Studies,780,0.0
238,N399120410277,F,Singapore,ay1920,Undeclared,77.51864062,4,74.7630005083333,Urban Studies,"Philosophy, Politics and Economics",690,0.0
239,N325120402297,F,Singapore,ay1920,Undeclared,79.41932694,3,72.2686500808333,Urban Studies,Arts & Humanities,730,0.0
240,N372120425296,M,Singapore,ay1920,Undeclared,85.9009401,3,82.4393296725,Urban Studies,Environmental Studies,770,0.0
241,N314120408278,M,Singapore,ay1920,Undeclared,81.91755846,4,77.5940900025,Urban Studies,Arts & Humanities,750,0.0
242,N371120401277,M,Singapore,ay1920,Undeclared,81.32728053,4,79.2184476841667,Urban Studies,Undecided,780,0.0
243,N379120412296,M,South Asia,ay1920,Undeclared,83.15536102,3,82.0534821166667,Urban Studies,History,800,0.0
244,N380119410203,F,Singapore,ay1920,Undeclared,90.93151623,3,91.4225819666667,Urban Studies,Economics,780,1.0
