X1,PIN,Sex,Region,Year,Major,Grade,HSG,IndGrd2,AC1,AC2,SAT
231,N368113410288,M,Singapore,ay1516,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",83.45,4,88.015,Psychology,Anthropology,760
232,N369113408288,M,Singapore,ay1516,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",88.45,3,91.3775,Psychology,"Mathematical, Computational and Statistical Sciences",800
233,N371113423288,M,Singapore,ay1516,"PHILOSOPHY, POLITICS AND ECONOMICS",83.54,3,81.9025,Global Affairs,"Philosophy, Politics and Economics",780
234,N372113421288,F,Singapore,ay1516,LIFE SCIENCES,79.89,4,81.7375,Life Sciences,Undecided,710
235,N373113418288,F,East Asia,ay1516,"PHILOSOPHY, POLITICS AND ECONOMICS",82.22,4,81.19,"Philosophy, Politics and Economics",Global Affairs,750
236,N374113414288,M,Singapore,ay1516,GLOBAL AFFAIRS,87.89,4,91.93,Arts & Humanities,Literature,780
237,N375113413288,F,Singapore,ay1516,ENVIRONMENTAL STUDIES,79.03,3,79.6475,Global Affairs,Anthropology,670
238,N376113412288,M,Singapore,ay1516,URBAN STUDIES,88.76,4,90.4975,"Philosophy, Politics and Economics",Undeclared,800
239,N377113410288,F,Singapore,ay1516,ANTHROPOLOGY,82.9,4,83.6175,Undecided,Life Sciences,740
240,N378113408288,F,South Asia,ay1516,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",75.41,2,66.425,Economics,Undeclared,780
241,N379113405288,F,Singapore,ay1516,PHYSICAL SCIENCES,80.35,2,75.3625,Physical Sciences,Undeclared,770
242,N380113423288,M,Singapore,ay1516,DDP LAW,87.44,4,93.495,Philosophy,"Philosophy, Politics and Economics",760
243,N381113421288,F,Singapore,ay1516,ENVIRONMENTAL STUDIES,77.2,4,76.7675,Environmental Studies,Psychology,800
244,N382113418288,M,Singapore,ay1516,"PHILOSOPHY, POLITICS AND ECONOMICS",80.95,4,82.68,Global Affairs,"Philosophy, Politics and Economics",790
245,N318113401292,M,Southeast Asia,ay1516,LITERATURE,85.19,4,85.8525,Literature,"Philosophy, Politics and Economics",800
246,N359114412201,F,Singapore,ay1516,ENVIRONMENTAL STUDIES,83.89,4,86.01,Environmental Studies,Undeclared,790
247,N360114402201,F,Singapore,ay1516,ARTS AND HUMANITIES,77.26,4,74.4625,Psychology,Life Sciences,680
248,N361114425201,M,East Asia,ay1516,PHYSICAL SCIENCES,88.76,4,89.095,Environmental Studies,Undeclared,760
249,N362114424201,F,Singapore,ay1516,PHYSICAL SCIENCES,76.24,4,75.1325,Global Affairs,Environmental Studies,780
250,N363114423201,F,Singapore,ay1516,DDP LAW,78.42,4,76.98,Undecided,Undecided,660
251,N364114421201,F,Singapore,ay1516,ARTS AND HUMANITIES,74.76,4,65.3375,Psychology,Undeclared,730
252,N365114418201,F,East Asia,ay1516,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",91.05,4,92.315,Life Sciences,Physical Sciences,760
253,N366114414201,M,Singapore,ay1516,ANTHROPOLOGY,69.4,3,58.7,Arts & Humanities,Psychology,640
254,N367114413201,M,Singapore,ay1516,URBAN STUDIES,87.4,4,89.275,Global Affairs,Arts & Humanities,760
255,N368114412201,M,Other,ay1516,"PHILOSOPHY, POLITICS AND ECONOMICS",67.16,4,71.2675,Economics,Global Affairs,640
256,N369114410201,M,Singapore,ay1516,PHILOSOPHY,85.01,4,89.4425,"Philosophy, Politics and Economics",Global Affairs,800
257,N370114425201,M,Singapore,ay1516,PSYCHOLOGY,87.72,4,92.555,Psychology,Arts & Humanities,690
258,N371114424201,F,Singapore,ay1516,PHYSICAL SCIENCES,70.32,3,57.8775,Global Affairs,Literature,580
259,N372114423201,F,East Asia,ay1516,URBAN STUDIES,86.6,4,88.3325,Undecided,Undeclared,800
260,N373114421201,M,Singapore,ay1516,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",85.83,4,92.02,"Mathematical, Computational and Statistical Sciences",Undeclared,770
261,N374114418201,F,East Asia,ay1516,ARTS AND HUMANITIES,77.92,1,72.81,Arts & Humanities,Global Affairs,720
262,N360114425211,F,Singapore,ay1516,URBAN STUDIES,79.14,3,77.0375,"Philosophy, Politics and Economics",Literature,710
263,N361114424211,F,South Asia,ay1516,HISTORY,67.85,4,59.98,Global Affairs,"Philosophy, Politics and Economics",710
264,N362114423211,F,Singapore,ay1516,ECONOMICS,81.52,4,79.73,Life Sciences,Psychology,780
265,N363114421211,F,Singapore,ay1516,"PHILOSOPHY, POLITICS AND ECONOMICS",78.23,2,76.3075,"Philosophy, Politics and Economics",Arts & Humanities,760
266,N364114418211,F,Singapore,ay1516,ENVIRONMENTAL STUDIES,86.41,3,90.5475,Environmental Studies,Urban Studies,780
267,N365114414211,F,Singapore,ay1516,ENVIRONMENTAL STUDIES,84.97,4,86.4175,Physical Sciences,Philosophy,800
268,N366114413211,F,Singapore,ay1516,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",87.69,4,87.9375,Psychology,Environmental Studies,780
269,N367114412211,F,Southeast Asia,ay1516,ANTHROPOLOGY,79.95,4,80.0925,"Philosophy, Politics and Economics",Undecided,760
270,N368114410211,F,Singapore,ay1516,DDP LAW,83.62,4,80.69,"Philosophy, Politics and Economics",Arts & Humanities,740
271,N369114408211,F,Singapore,ay1516,DDP LAW,79.64,4,75.4975,Psychology,"Philosophy, Politics and Economics",750
272,N370114424211,M,Singapore,ay1516,ARTS AND HUMANITIES,83.9,3,90.1675,Literature,Undeclared,800
273,N371114423211,F,Singapore,ay1516,PSYCHOLOGY,88.22,4,93.995,Psychology,Undecided,800
274,N364114410233,F,Singapore,ay1516,ANTHROPOLOGY,80.62,4,81.9225,Arts & Humanities,Life Sciences,800
275,N384114405233,F,Singapore,ay1516,URBAN STUDIES,88.47,4,88.0225,"Philosophy, Politics and Economics",Urban Studies,780
276,N362114412234,F,Singapore,ay1516,PSYCHOLOGY,81.12,4,81.705,"Philosophy, Politics and Economics",Psychology,790
277,N302114402241,F,Singapore,ay1516,ENVIRONMENTAL STUDIES,79.98,4,87.0175,Philosophy,Undecided,780
278,N336114408244,M,North America,ay1516,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",81.5,4,81.82,"Mathematical, Computational and Statistical Sciences",Undeclared,760
279,N337114405244,F,East Asia,ay1516,ARTS AND HUMANITIES,84.72,4,84.7725,Urban Studies,Arts & Humanities,760
280,N339114402244,M,Southeast Asia,ay1516,LIFE SCIENCES,85.32,4,85.925,Life Sciences,Undeclared,800
281,N340114418244,M,Singapore,ay1516,LIFE SCIENCES,83.13,4,84.195,Arts & Humanities,Literature,780
282,N341114414244,F,Singapore,ay1516,LITERATURE,83.98,4,84.1825,Life Sciences,"Philosophy, Politics and Economics",780
283,N342114413244,F,Southeast Asia,ay1516,URBAN STUDIES,81.97,4,76.8925,Global Affairs,"Philosophy, Politics and Economics",630
284,N343114412244,M,East Asia,ay1516,ECONOMICS,78.94,4,82.3075,"Mathematical, Computational and Statistical Sciences",Environmental Studies,790
285,N344114410244,F,Singapore,ay1516,ENVIRONMENTAL STUDIES,85.04,4,87.8925,Global Affairs,Psychology,740
286,N345114408244,M,North America,ay1516,GLOBAL AFFAIRS,77.05,3,77.3125,Psychology,Undeclared,720
287,N346114405244,F,Singapore,ay1516,LITERATURE,79.34,4,76.005,Arts & Humanities,"Philosophy, Politics and Economics",720
288,N348114402244,F,South Asia,ay1516,ANTHROPOLOGY,72.52,3,66.2775,Life Sciences,Global Affairs,690
289,N350114414244,F,East Asia,ay1516,ARTS AND HUMANITIES,72.47,4,68.1025,Anthropology,Undeclared,700
290,N351114413244,M,North America,ay1516,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",91.02,4,95.82,Economics,Undeclared,790
291,N352114412244,F,Europe,ay1516,"PHILOSOPHY, POLITICS AND ECONOMICS",83.26,4,81.5575,Anthropology,Global Affairs,730
292,N353114410244,M,Singapore,ay1516,PHILOSOPHY,87.14,4,91.63,Physical Sciences,Life Sciences,800
293,N354114408244,F,Singapore,ay1516,ECONOMICS,80.75,3,74.19,Economics,Arts & Humanities,780
294,N355114405244,F,Singapore,ay1516,URBAN STUDIES,83.43,4,89.6075,Urban Studies,Environmental Studies,740
295,N357114402244,M,Singapore,ay1516,PSYCHOLOGY,83.63,4,85.365,Economics,Global Affairs,710
296,N358114425244,F,East Asia,ay1516,ECONOMICS,75.72,2,68.2225,"Philosophy, Politics and Economics",Undeclared,710
297,N359114424244,M,Singapore,ay1516,GLOBAL AFFAIRS,79.01,4,73.6525,Arts & Humanities,Literature,680
298,N360114413244,F,North America,ay1516,GLOBAL AFFAIRS,81.09,3,79.2625,Arts & Humanities,Undeclared,730
299,N361114412244,F,Singapore,ay1516,LITERATURE,67.41,3,64.4625,Literature,Economics,710
300,N362114410244,M,East Asia,ay1516,LIFE SCIENCES,80.99,4,84.2925,Life Sciences,Economics,760
301,N363114408244,F,Southeast Asia,ay1516,ENVIRONMENTAL STUDIES,82.82,4,82.085,Environmental Studies,History,790
302,N366114402244,F,Singapore,ay1516,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",84.91,4,89.2,Economics,Undeclared,790
303,N367114425244,F,North America,ay1516,ENVIRONMENTAL STUDIES,78.51,4,80.465,Environmental Studies,Undeclared,760
304,N368114424244,F,Singapore,ay1516,GLOBAL AFFAIRS,77,1,70.435,"Philosophy, Politics and Economics",Global Affairs,730
305,N369114423244,F,Singapore,ay1516,ANTHROPOLOGY,79.19,4,71.4725,"Philosophy, Politics and Economics",Economics,720
306,N338114423248,F,East Asia,ay1516,"PHILOSOPHY, POLITICS AND ECONOMICS",76.98,4,79.865,Global Affairs,Economics,780
307,N339114421248,M,South Asia,ay1516,URBAN STUDIES,87.63,4,93.3375,Economics,Psychology,800
308,N340114410248,F,North America,ay1516,GLOBAL AFFAIRS,85.96,4,88.4125,Undecided,Undeclared,760
309,N341114408248,F,North America,ay1516,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",88.42,4,94.3,Anthropology,Undeclared,800
310,N342114405248,F,Southeast Asia,ay1516,ARTS AND HUMANITIES,83.18,4,84.89,Literature,Arts & Humanities,800
311,N343114401248,M,South Asia,ay1516,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",79.75,4,86.0125,"Mathematical, Computational and Statistical Sciences",Undeclared,800
312,N344114402248,F,Other,ay1516,ANTHROPOLOGY,86.23,4,89.055,Economics,Global Affairs,800
313,N345114425248,F,East Asia,ay1516,PHYSICAL SCIENCES,79.89,2,83.2925,Physical Sciences,Undeclared,660
314,N347114423248,M,South Asia,ay1516,PHYSICAL SCIENCES,88.23,4,91.495,Physical Sciences,Undeclared,780
315,N348114421248,F,Singapore,ay1516,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",86.15,4,85.2525,Economics,Undeclared,800
316,N349114418248,M,North America,ay1516,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",89.48,4,95.28,"Mathematical, Computational and Statistical Sciences",Undeclared,800
317,N351114405248,F,South Asia,ay1516,"PHILOSOPHY, POLITICS AND ECONOMICS",75.36,4,78.3125,Economics,Undeclared,740
318,N352114401248,F,Europe,ay1516,ARTS AND HUMANITIES,87.46,3,86.9,Undecided,Undeclared,800
319,N353114402248,M,North America,ay1516,"PHILOSOPHY, POLITICS AND ECONOMICS",88.18,4,87.3525,Global Affairs,Undeclared,750
320,N354114425248,F,Other,ay1516,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",81.37,4,85.6,"Mathematical, Computational and Statistical Sciences",Undeclared,670
321,N355114424248,M,East Asia,ay1516,ECONOMICS,85.11,4,92.3325,"Mathematical, Computational and Statistical Sciences",Undeclared,800
322,N357114421248,F,East Asia,ay1516,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",85.98,4,89.43,Global Affairs,Environmental Studies,770
323,N358114418248,F,Singapore,ay1516,HISTORY,81.44,3,83.6725,Undecided,Undeclared,760
324,N359114414248,F,Europe,ay1516,PSYCHOLOGY,84.88,4,84.82,Psychology,History,800
325,N360114405248,F,North America,ay1516,ECONOMICS,89.84,4,93.0375,Economics,Undeclared,800
326,N361114401248,F,Other,ay1516,ECONOMICS,81.63,4,86.1,Economics,Global Affairs,800
327,N338114405261,F,Singapore,ay1516,PSYCHOLOGY,83.98,4,85.775,Psychology,Life Sciences,790
328,N339114401261,F,Singapore,ay1516,URBAN STUDIES,86.45,4,90.8175,Global Affairs,Urban Studies,790
329,N340114421261,M,Singapore,ay1516,"PHILOSOPHY, POLITICS AND ECONOMICS",89.7,4,95.0875,Life Sciences,History,800
330,N397114413265,M,Singapore,ay1516,GLOBAL AFFAIRS,81.75,4,78.865,Global Affairs,Undecided,710
331,N398114412265,M,Singapore,ay1516,URBAN STUDIES,88.59,4,92.415,Urban Studies,Undecided,780
332,N329114423266,F,Singapore,ay1516,LITERATURE,90.03,4,91.78,Literature,Arts & Humanities,800
333,N377114424280,F,Singapore,ay1516,GLOBAL AFFAIRS,74.31,4,63.71,Literature,Arts & Humanities,760
334,N356110408273,M,Singapore,ay1617,PHYSICAL SCIENCES,84.34063838,4,85.384011815,Physical Sciences,Environmental Studies,800
335,N338113408261,F,Southeast Asia,ay1617,"PHILOSOPHY, POLITICS AND ECONOMICS",76.48380718,4,78.58297823,Psychology,Global Affairs,790
336,N351113418261,M,East Asia,ay1617,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",86.44270296,4,92.3976214775,Anthropology,"Mathematical, Computational and Statistical Sciences",800
337,N363114412242,F,Singapore,ay1617,"PHILOSOPHY, POLITICS AND ECONOMICS",79.88000282,3,82.57761576,Global Affairs,Literature,710
338,N337115408224,M,South Asia,ay1617,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",88.56328025,3,92.1262446425,Economics,"Mathematical, Computational and Statistical Sciences",790
339,N338115405224,F,Singapore,ay1617,GLOBAL AFFAIRS,77.88751253,1,73.58814887,"Philosophy, Politics and Economics",Global Affairs,780
340,N339115401224,F,Other,ay1617,PSYCHOLOGY,80.83984747,4,80.91335899,Arts & Humanities,Life Sciences,760
341,N340115421224,M,Singapore,ay1617,"PHILOSOPHY, POLITICS AND ECONOMICS",78.47027464,4,77.9256952675,"Philosophy, Politics and Economics",Undeclared,780
342,N341115418224,F,Singapore,ay1617,PSYCHOLOGY,76.02095394,4,78.221878685,Psychology,Life Sciences,770
343,N342115414224,F,North America,ay1617,ANTHROPOLOGY,78.68105304,4,73.5961048975,"Philosophy, Politics and Economics",Arts & Humanities,680
344,N343115413224,F,Southeast Asia,ay1617,"PHILOSOPHY, POLITICS AND ECONOMICS",65.92017383,3,53.735396655,Literature,Physical Sciences,790
345,N344115412224,M,South Asia,ay1617,PSYCHOLOGY,81.6591999,4,84.2697333075,Physical Sciences,"Philosophy, Politics and Economics",780
346,N345115410224,F,East Asia,ay1617,GLOBAL AFFAIRS,59.99127997,3,55.39342041,Literature,"Philosophy, Politics and Economics",760
347,N346115408224,F,Singapore,ay1617,URBAN STUDIES,72.42940789,3,74.646244605,Global Affairs,Anthropology,780
348,N347115405224,M,South Asia,ay1617,"PHILOSOPHY, POLITICS AND ECONOMICS",76.12747663,3,79.377173845,Arts & Humanities,Environmental Studies,740
349,N348115401224,M,Southeast Asia,ay1617,ENVIRONMENTAL STUDIES,80.1543892,3,76.114549295,Economics,Physical Sciences,730
350,N349115402224,F,North America,ay1617,"PHILOSOPHY, POLITICS AND ECONOMICS",76.73711374,2,71.5396453975,Economics,Literature,750
351,N350115418224,F,North America,ay1617,"PHILOSOPHY, POLITICS AND ECONOMICS",82.91867898,4,79.03114604,"Philosophy, Politics and Economics",Economics,720
352,N352115413224,F,East Asia,ay1617,PSYCHOLOGY,79.91585298,4,84.145070845,Global Affairs,Psychology,800
353,N353115412224,M,East Asia,ay1617,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",82.86040047,4,86.50156788,"Philosophy, Politics and Economics",Arts & Humanities,800
354,N354115410224,M,Singapore,ay1617,ENVIRONMENTAL STUDIES,78.11759837,4,76.434595345,"Philosophy, Politics and Economics",Economics,800
355,N355115408224,F,Other,ay1617,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",86.58200982,4,88.802810395,"Mathematical, Computational and Statistical Sciences",Philosophy,780
356,N356115405224,M,South Asia,ay1617,LIFE SCIENCES,85.12083833,4,88.0706992075,Physical Sciences,Undeclared,770
357,N357115401224,F,Singapore,ay1617,PSYCHOLOGY,76.26625713,2,66.7920271275,Life Sciences,Economics,720
358,N359115425224,F,East Asia,ay1617,"PHILOSOPHY, POLITICS AND ECONOMICS",79.83545456,4,79.4132403825,"Philosophy, Politics and Economics",Economics,800
359,N360115414224,M,East Asia,ay1617,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",86.91862726,4,81.4030396325,"Philosophy, Politics and Economics",Economics,790
360,N361115413224,M,Other,ay1617,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",74.09049647,4,72.0077253925,Economics,Undeclared,780
361,N362115412224,M,Singapore,ay1617,"PHILOSOPHY, POLITICS AND ECONOMICS",79.72885028,4,81.5525637475,Anthropology,Psychology,740
362,N364115408224,M,Southeast Asia,ay1617,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",84.65557973,4,87.2301369875,"Mathematical, Computational and Statistical Sciences","Philosophy, Politics and Economics",800
363,N365115405224,F,East Asia,ay1617,ECONOMICS,81.40253823,4,83.7095182275,Economics,Global Affairs,760
364,N366115401224,F,Other,ay1617,ARTS AND HUMANITIES,79.34766152,4,78.6617566475,Arts & Humanities,Undeclared,800
365,N367115402224,F,East Asia,ay1617,LITERATURE,81.0858184,4,79.8257054875,"Philosophy, Politics and Economics",Global Affairs,790
366,N368115425224,M,Europe,ay1617,"PHILOSOPHY, POLITICS AND ECONOMICS",81.58099586,3,80.92051645,Global Affairs,Economics,710
367,N369115424224,F,Other,ay1617,PHYSICAL SCIENCES,80.44593499,4,80.73480261,Physical Sciences,Environmental Studies,760
368,N370115413224,M,Europe,ay1617,ECONOMICS,80.93010891,2,83.1957455875,Physical Sciences,"Mathematical, Computational and Statistical Sciences",800
369,N371115412224,M,East Asia,ay1617,Undeclared,80.21925112,4,81.7111736075,Undecided,"Philosophy, Politics and Economics",800
370,N372115410224,M,East Asia,ay1617,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",85.47715547,4,83.017746265,"Mathematical, Computational and Statistical Sciences",Psychology,780
371,N373115408224,F,Singapore,ay1617,PHYSICAL SCIENCES,83.75950511,4,87.122708065,Physical Sciences,Arts & Humanities,760
372,N374115405224,F,Singapore,ay1617,"PHILOSOPHY, POLITICS AND ECONOMICS",82.26726906,4,79.0997968625,Undecided,Undecided,720
373,N375115401224,M,Other,ay1617,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",81.97417511,4,78.001027915,Physical Sciences,Global Affairs,800
374,N376115402224,M,Other,ay1617,"PHILOSOPHY, POLITICS AND ECONOMICS",76.08676836,3,77.6601410075,Anthropology,Urban Studies,800
375,N377115425224,M,Europe,ay1617,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",83.68623120000001,4,88.2674855275,Physical Sciences,Global Affairs,800
376,N378115424224,F,East Asia,ay1617,GLOBAL AFFAIRS,76.39187584,4,70.262658725,Global Affairs,"Philosophy, Politics and Economics",800
377,N380115412224,M,Singapore,ay1617,ARTS AND HUMANITIES,75.53344807,3,72.05992339,Psychology,Arts & Humanities,630
378,N381115410224,F,North America,ay1617,"PHILOSOPHY, POLITICS AND ECONOMICS",76.77836640000001,4,69.4254793875,Economics,Arts & Humanities,730
379,N382115408224,F,Singapore,ay1617,HISTORY,81.23406531,4,78.0543211325,History,Physical Sciences,660
380,N383115405224,F,East Asia,ay1617,PSYCHOLOGY,68.52964797,3,60.51079277,Global Affairs,"Philosophy, Politics and Economics",730
381,N384115401224,F,North America,ay1617,LITERATURE,77.96094511,3,72.0731723425,Global Affairs,Undeclared,720
382,N385115402224,F,Singapore,ay1617,HISTORY,70.32002667,3,61.160260615,Anthropology,Arts & Humanities,760
383,N388115423224,F,South Asia,ay1617,LIFE SCIENCES,83.25054617,4,80.2001734825,Life Sciences,"Mathematical, Computational and Statistical Sciences",800
384,N389115421224,M,East Asia,ay1617,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",90.27986455,4,91.781178225,"Mathematical, Computational and Statistical Sciences",Physical Sciences,800
385,N390115410224,M,Singapore,ay1617,DDP LAW,78.96724451,4,79.3225361775,Philosophy,Global Affairs,780
386,N391115408224,F,Other,ay1617,ECONOMICS,75.19907508,4,72.5903470475,Economics,"Mathematical, Computational and Statistical Sciences",800
387,N392115405224,F,Singapore,ay1617,URBAN STUDIES,70.95565981,3,69.39708779,Economics,Undecided,710
388,N393115401224,F,North America,ay1617,PHILOSOPHY,77.99402823,4,75.4685982375,Global Affairs,Anthropology,660
389,N394115402224,M,Singapore,ay1617,ENVIRONMENTAL STUDIES,71.1899922,3,64.076330885,Environmental Studies,Undecided,650
390,N395115425224,M,South Asia,ay1617,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",85.22282196,4,81.373026305,"Mathematical, Computational and Statistical Sciences",Physical Sciences,770
391,N396115424224,F,South Asia,ay1617,"PHILOSOPHY, POLITICS AND ECONOMICS",76.01531941,4,71.42075407,Literature,Economics,770
392,N397115423224,F,East Asia,ay1617,"PHILOSOPHY, POLITICS AND ECONOMICS",84.57377542,4,84.434424845,Psychology,Life Sciences,780
393,N398115421224,M,Singapore,ay1617,DDP LAW,84.45361057,4,85.2684145825,Arts & Humanities,History,800
394,N399115418224,F,North America,ay1617,LIFE SCIENCES,74.78489259999999,3,66.5561225,Life Sciences,Physical Sciences,760
395,N300115425225,F,Other,ay1617,"PHILOSOPHY, POLITICS AND ECONOMICS",69.84124881,3,58.14879574,"Philosophy, Politics and Economics",Arts & Humanities,670
396,N301115424225,M,East Asia,ay1617,ECONOMICS,86.10986411,3,93.9407032575,"Mathematical, Computational and Statistical Sciences",Economics,800
397,N302115423225,M,Singapore,ay1617,"PHILOSOPHY, POLITICS AND ECONOMICS",79.97041827,4,77.7595749175,Global Affairs,"Philosophy, Politics and Economics",760
398,N303115421225,M,Europe,ay1617,ECONOMICS,80.91710970000001,2,81.015845275,Economics,Global Affairs,730
399,N304115418225,M,Southeast Asia,ay1617,ECONOMICS,76.48666569,4,72.84233595,Economics,Global Affairs,740
400,N308115410225,M,East Asia,ay1617,"PHILOSOPHY, POLITICS AND ECONOMICS",80.52028981,4,81.3987463875,"Mathematical, Computational and Statistical Sciences","Philosophy, Politics and Economics",780
401,N310115424225,M,East Asia,ay1617,Undeclared,73.55043013,4,74.8419330925,Undecided,Undecided,790
402,N311115423225,F,Southeast Asia,ay1617,"PHILOSOPHY, POLITICS AND ECONOMICS",79.35372401,2,79.3023814375,"Philosophy, Politics and Economics",Global Affairs,760
403,N312115421225,F,Singapore,ay1617,ARTS AND HUMANITIES,63.70360435,3,61.34735742,Psychology,Literature,780
404,N313115418225,F,Southeast Asia,ay1617,ENVIRONMENTAL STUDIES,81.15502193,4,84.363848805,Environmental Studies,"Philosophy, Politics and Economics",740
405,N314115414225,F,Other,ay1617,PSYCHOLOGY,81.84561313,3,79.81429269,Psychology,Urban Studies,690
406,N315115413225,M,Singapore,ay1617,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",76.63190734,3,78.616726515,Economics,Undecided,730
407,N317115410225,F,Singapore,ay1617,LITERATURE,82.23225527,4,81.786360745,Arts & Humanities,Literature,800
408,N319115405225,F,Europe,ay1617,ECONOMICS,79.60939361,4,80.54732844,"Mathematical, Computational and Statistical Sciences",Economics,800
409,N320115423225,F,East Asia,ay1617,ANTHROPOLOGY,69.72144319,3,65.818874095,Literature,Anthropology,780
410,N322115418225,F,East Asia,ay1617,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",80.26748767,4,81.9115030925,Undeclared,"Philosophy, Politics and Economics",800
411,N324115413225,M,Other,ay1617,LIFE SCIENCES,86.4208005,4,88.82455625,Life Sciences,Economics,760
412,N327115408225,F,Singapore,ay1617,LIFE SCIENCES,79.07075335,3,78.568111505,Physical Sciences,Life Sciences,720
413,N329115401225,M,North America,ay1617,"PHILOSOPHY, POLITICS AND ECONOMICS",86.27727797,4,89.5004768325,"Philosophy, Politics and Economics",Philosophy,780
414,N330115421225,F,East Asia,ay1617,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",75.78836832,4,68.1070206375,Physical Sciences,Physical Sciences,790
415,N332115414225,F,North America,ay1617,"PHILOSOPHY, POLITICS AND ECONOMICS",87.53028966,4,88.1298858675,Literature,Life Sciences,800
416,N334115412225,F,North America,ay1617,ANTHROPOLOGY,71.92370452,3,62.50703145,Arts & Humanities,Arts & Humanities,650
417,N335115410225,M,North America,ay1617,PHILOSOPHY,79.07629444,4,77.71177048,"Philosophy, Politics and Economics",Philosophy,780
418,N337115405225,F,Other,ay1617,ANTHROPOLOGY,73.86967465,3,64.33069586,Global Affairs,Anthropology,670
419,N338115401225,F,Europe,ay1617,ANTHROPOLOGY,76.55802636,4,80.4356900425,History,Undeclared,710
420,N339115402225,F,South Asia,ay1617,ECONOMICS,75.33595263,3,74.1421132225,Life Sciences,Physical Sciences,770
421,N340115418225,F,Singapore,ay1617,GLOBAL AFFAIRS,81.85983303,2,78.1919424175,Global Affairs,Urban Studies,750
422,N341115414225,M,Singapore,ay1617,ECONOMICS,77.35840321,4,73.076173505,"Philosophy, Politics and Economics",Philosophy,800
423,N342115413225,M,Singapore,ay1617,"PHILOSOPHY, POLITICS AND ECONOMICS",72.78094443,4,59.8769501975,Global Affairs,"Philosophy, Politics and Economics",800
424,N344115410225,F,Other,ay1617,GLOBAL AFFAIRS,84.82024872,4,82.359078095,Environmental Studies,Global Affairs,760
425,N345115408225,M,Southeast Asia,ay1617,"PHILOSOPHY, POLITICS AND ECONOMICS",82.51940806,3,84.2404212525,"Philosophy, Politics and Economics",Global Affairs,690
426,N346115405225,M,Singapore,ay1617,DDP LAW,87.92355422,4,86.6599671725,Psychology,Undecided,800
427,N347115401225,M,Singapore,ay1617,PSYCHOLOGY,82.03034983,4,81.89437337,Psychology,Undecided,740
428,N349115425225,F,East Asia,ay1617,"PHILOSOPHY, POLITICS AND ECONOMICS",78.08628151,4,70.441045295,Life Sciences,"Philosophy, Politics and Economics",730
429,N350115414225,M,Southeast Asia,ay1617,ECONOMICS,86.55246929,4,93.4784734,"Mathematical, Computational and Statistical Sciences","Philosophy, Politics and Economics",780
430,N351115413225,F,North America,ay1617,ECONOMICS,68.74229376,4,70.052783645,"Mathematical, Computational and Statistical Sciences",Undeclared,760
431,N352115412225,M,Singapore,ay1617,ECONOMICS,78.79309333,4,79.5311936025,Economics,Physical Sciences,780
432,N353115410225,F,North America,ay1617,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",78.73259915,4,74.61047169,"Mathematical, Computational and Statistical Sciences",Global Affairs,660
433,N354115408225,F,North America,ay1617,PHILOSOPHY,76.37738256,2,69.33381185,Global Affairs,"Philosophy, Politics and Economics",690
434,N355115405225,M,South Asia,ay1617,ECONOMICS,77.60754465,4,79.5796317675,Environmental Studies,Economics,780
